Region,2020 w1,2020 w2,2020 w3,2020 w4,2020 w5,2020 w6,2020 w7,2020 w8,2020 w9,2020 w10,2020 w11,2020 w12,2020 w13,2020 w14,2020 w15,2020 w16,2020 w17,2020 w18,2020 w19,2020 w20,2020 w21,2020 w22,2020 w23,2020 w24,2020 w25,2020 w26,2020 w27,2020 w28,2020 w29,2020 w30,2020 w31,2020 w32,2020 w33,2020 w34,2020 w35,2020 w36,2020 w37,2020 w38,2020 w39,2020 w40,2020 w41,2020 w42,2020 w43,2020 w44,2020 w45,2020 w46,2020 w47,2020 w48,2020 w49,2020 w50,2020 w51,2020 w52,2020 w53,2021 w1,2021 w2,2021 w3,2021 w4,2021 w5,2021 w6,2021 w7,2021 w8,2021 w9,2021 w10,2021 w11,2021 w12,2021 w13,2021 w14,2021 w15,2021 w16,2021 w17,2021 w18,2021 w19,2021 w20,2021 w21,2021 w22,2021 w23,2021 w24,2021 w25,2021 w26,2021 w27,2021 w28,2021 w29,2021 w30,2021 w31,2021 w32,2021 w33,2021 w34,2021 w35,2021 w36,2021 w37,2021 w38,2021 w39,2021 w40,2021 w41,2021 w42,2021 w43,2021 w44,2021 w45,2021 w46,2021 w47,2021 w48,2021 w49,2021 w50,2021 w51,2021 w52,2021 w53,2022 w1,2022 w2,2022 w3,2022 w4,2022 w5,2022 w6,2022 w7,2022 w8,2022 w9,2022 w10,2022 w11,2022 w12,2022 w13,2022 w14,2022 w15,2022 w16,2022 w17,2022 w18,2022 w19,2022 w20,2022 w21,2022 w22,2022 w23,2022 w24,2022 w25,2022 w26,2022 w27,2022 w28,2022 w29,2022 w30,2022 w31,2022 w32,2022 w33,2022 w34,2022 w35,2022 w36,2022 w37,2022 w38,2022 w39,2022 w40,2022 w41,2022 w42,2022 w43,2022 w44,2022 w45,2022 w46,2022 w47,2022 w48,2022 w49,2022 w50,2022 w51,2022 w52,2022 w53,2023 w1,2023 w2,2023 w3,2023 w4,2023 w5,2023 w6,2023 w7,2023 w8,2023 w9,2023 w10,2023 w11,2023 w12,2023 w13,2023 w14,2023 w15,2023 w16,2023 w17,2023 w18,2023 w19,2023 w20,2023 w21,2023 w22,2023 w23,2023 w24,2023 w25,2023 w26,2023 w27,2023 w28,2023 w29,2023 w30,2023 w31,2023 w32,2023 w33,2023 w34,2023 w35,2023 w36,2023 w37,2023 w38,2023 w39,2023 w40,2023 w41,2023 w42,2023 w43,2023 w44,2023 w45,2023 w46,2023 w47,2023 w48,2023 w49,2023 w50,2023 w51,2023 w52
Skåne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,1.2,1.8,0.9,1.7,2.1,1.4,2.3,1.7,0.9,1.4,0.8,0.7,0.5,0.1,0.2,0.1,0.0,0.4,0.1,0.2,0.1,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.4,1.1,2.3,2.3,3.6,4.4,5.4,5.0,7.4,8.3,9.6,10.9,10.1,8.5,5.0,3.5,2.3,2.7,1.9,1.2,1.0,0.7,0.7,0.6,0.9,0.7,0.5,1.2,0.9,1.4,0.8,0.4,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.4,0.4,0.1,0.3,0.3,0.2,0.4,0.4,0.1,0.6,0.2,0.2,0.4,0.1,0.4,0.6,1.3,..,1.7,2.8,2.6,2.9,4.6,3.6,3.6,3.9,2.8,2.0,2.6,1.3,1.4,1.3,0.3,0.5,0.4,0.4,0.6,0.1,0.3,0.0,0.0,0.1,0.4,0.4,0.2,0.6,1.3,0.8,1.0,1.1,1.1,0.8,0.8,0.9,1.2,0.6,0.7,0.6,0.5,0.8,0.5,0.3,0.8,0.9,0.5,0.9,1.5,2.1,3.5,4.2,..,4.0,3.0,2.1,1.4,1.0,0.6,0.4,0.3,0.5,0.3,0.4,0.4,0.3,0.1,0.3,0.5,0.3,0.1,0.4,0.0,0.3,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.4,0.1,0.6,0.7,0.3,0.6,1.5,1.6,1.8,0.9,1.8,1.8
Stockholm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,5.3,10.6,15.8,13.3,11.1,10.0,7.9,6.0,4.5,3.6,3.4,2.2,1.9,1.3,1.0,0.5,0.3,0.3,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.4,0.1,0.5,0.9,1.9,3.7,4.2,4.8,5.7,5.8,6.4,5.5,4.3,4.1,3.7,3.3,2.6,1.9,1.3,1.3,1.1,1.3,1.4,1.5,1.7,1.6,1.5,1.8,1.9,1.6,1.5,1.2,0.8,0.5,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.5,0.6,0.5,0.7,0.9,0.5,0.3,0.5,0.6,0.3,0.3,0.1,0.2,0.3,0.8,0.4,0.8,..,1.4,2.2,2.5,3.3,3.5,2.8,3.5,2.1,1.4,0.9,0.8,0.7,0.9,0.6,0.2,0.5,0.1,0.4,0.3,0.5,0.2,0.3,0.1,0.3,0.1,0.6,0.5,0.3,1.0,0.5,1.4,1.4,1.3,0.8,0.5,0.8,0.8,0.8,0.9,1.0,0.9,0.9,0.7,1.0,0.4,0.6,0.9,0.9,1.8,2.4,2.4,3.1,..,2.9,2.3,1.5,1.3,0.8,0.5,0.3,0.3,0.4,0.2,0.3,0.5,0.3,0.3,0.3,0.4,0.5,0.7,0.4,0.9,0.4,0.4,0.2,0.2,0.2,0.1,0.5,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.2,0.2,0.2,0.5,0.5,0.5,0.3,0.2,0.8,1.4,1.5,1.3,1.9,1.7,1.7,1.7,1.2
Södermanland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.4,15.8,17.1,9.1,8.4,5.0,5.4,3.4,3.0,2.7,1.7,0.7,1.3,1.7,0.7,0.3,2.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.3,3.0,2.7,2.0,2.4,4.7,2.4,4.4,7.0,6.0,4.3,1.3,1.0,1.7,2.0,1.0,1.0,2.0,0.7,1.7,2.7,2.3,2.7,1.3,1.3,1.0,1.7,0.3,0.7,1.0,0.3,1.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,0.0,0.0,0.3,1.0,0.0,0.0,0.3,0.3,0.3,0.0,0.7,0.0,0.7,0.0,1.0,..,0.7,1.7,2.3,3.0,4.3,3.6,3.0,2.3,1.3,1.3,0.3,2.0,1.0,1.0,2.0,1.3,0.0,0.3,1.0,0.3,0.3,0.0,1.0,1.3,0.3,0.3,0.7,1.0,1.3,1.3,2.3,1.7,1.7,1.3,0.7,1.0,2.0,1.3,0.3,2.3,1.3,0.0,0.3,1.0,2.0,1.7,1.0,3.3,2.3,3.6,6.0,5.3,..,5.0,5.6,2.0,2.3,2.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.7,0.7,2.0,0.7,0.3,0.3,0.3,0.7,0.7,1.7,0.3,0.0,0.7,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,1.0,0.7,0.7,0.0,0.3,0.0,1.7,1.3,2.3,0.7,3.6,3.3,3.6,2.6,1.3,2.0
Uppsala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,4.2,5.7,6.3,5.0,7.0,5.2,4.2,4.4,3.1,1.8,5.2,3.1,1.8,2.1,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.8,1.8,1.0,2.1,2.9,3.1,5.5,4.7,3.6,5.7,4.2,6.0,3.9,3.6,4.6,1.8,3.1,1.8,0.8,0.5,0.8,1.0,0.8,1.5,1.0,0.5,1.5,1.8,2.1,1.5,1.3,0.5,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.3,0.5,0.3,0.3,0.0,0.0,0.8,0.3,0.3,0.5,..,1.0,1.5,2.0,2.5,4.3,2.0,3.8,2.0,1.5,1.8,1.3,2.8,1.0,1.0,0.5,2.0,0.3,0.5,0.3,0.0,0.3,0.5,0.3,0.0,0.5,0.0,0.8,0.3,0.8,0.3,0.3,0.8,1.3,0.3,0.0,0.0,0.5,0.8,0.5,0.3,0.5,1.5,0.3,0.3,0.3,1.0,1.3,0.8,2.0,3.3,3.3,2.0,..,2.5,3.0,1.7,1.0,1.0,0.5,0.2,0.2,0.5,0.2,0.2,0.2,0.7,0.2,0.2,0.5,0.5,1.0,0.5,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.7,0.2,0.0,0.2,0.5,0.7,1.0,0.7,0.5,0.0,1.0,1.7,1.5,1.2,2.7,2.7,1.7,2.2,1.7
Värmland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.1,1.1,2.5,2.1,1.4,1.4,1.4,3.5,4.2,2.5,1.4,0.7,1.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.4,0.4,1.8,3.2,1.1,4.2,3.2,1.8,0.7,4.6,3.5,2.8,1.8,0.7,0.7,0.4,2.1,1.4,1.1,1.8,0.4,0.7,1.4,1.8,1.4,0.7,2.1,1.1,0.7,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.4,0.7,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.7,0.4,0.0,0.7,0.0,..,0.4,0.0,0.7,1.8,2.8,2.8,4.6,3.5,3.9,5.6,2.5,3.9,2.5,1.8,1.1,2.5,0.4,1.4,0.7,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.7,0.7,1.1,0.7,0.4,1.8,1.1,1.4,1.1,1.4,1.8,2.1,1.8,2.1,0.7,0.4,1.1,1.8,0.4,0.4,0.7,1.4,1.4,4.2,6.0,0.7,..,6.0,2.1,3.9,2.8,1.1,1.1,0.7,1.1,0.4,0.4,0.0,0.4,1.4,1.4,1.4,1.1,2.8,1.8,0.7,1.8,0.4,1.8,1.8,1.1,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.7,0.0,0.7,0.0,0.4,0.4,0.4,0.0,1.4,1.1,0.7,3.5,3.9,2.8,3.9,3.2,2.5,4.9,1.4,3.5
Västerbotten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.8,1.1,0.4,0.7,1.1,1.5,0.7,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,3.3,5.2,2.6,3.7,1.8,3.7,4.0,3.7,1.8,1.1,0.7,0.7,2.6,1.1,3.7,1.8,2.6,2.9,1.8,1.8,0.7,1.5,0.0,0.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.1,0.7,1.1,0.7,0.0,1.5,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,..,0.4,0.0,1.5,1.8,1.8,3.3,4.7,5.8,5.8,4.0,4.7,3.6,1.8,2.2,1.1,0.4,0.4,0.7,0.4,0.7,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.7,1.1,1.5,1.1,1.5,2.9,1.1,2.2,1.5,2.9,2.2,2.5,0.7,1.1,0.7,0.7,0.4,2.2,1.5,0.4,1.5,2.2,3.3,2.5,1.8,..,4.0,0.7,1.1,0.0,1.1,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.7,0.7,0.4,0.7,0.7,0.7,0.7,0.0,0.7,0.4,0.4,0.0,0.7,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.7,1.4,1.4,0.7,1.8,4.0,2.5,2.5,1.1,1.1,0.4,1.8
Västernorrland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.3,4.1,4.9,4.1,4.9,3.7,5.3,2.9,2.4,2.9,4.5,1.6,1.6,2.9,1.2,1.2,0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,1.6,3.3,4.1,8.6,11.4,12.2,11.0,11.8,6.5,8.2,9.0,9.4,4.1,5.3,2.0,1.6,2.9,2.0,0.8,1.2,4.1,1.6,5.3,1.6,2.0,1.2,0.0,0.8,1.6,1.2,0.8,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,..,1.2,0.8,3.3,2.9,3.3,4.5,4.5,5.7,3.3,3.7,2.0,2.5,3.3,2.9,0.8,0.8,0.0,1.6,1.2,1.6,0.0,1.2,0.4,0.4,0.8,0.4,2.0,0.8,1.6,2.0,1.2,3.3,2.9,1.6,1.6,0.4,0.8,1.6,0.4,0.4,2.5,1.6,3.3,0.0,2.9,1.6,2.5,1.6,2.5,5.3,7.4,3.7,..,3.3,6.2,2.5,0.0,0.8,1.2,0.4,0.0,0.4,0.4,0.0,0.4,0.0,1.2,0.8,0.4,0.8,1.2,1.2,0.8,0.4,0.4,0.4,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.4,0.8,0.4,0.8,0.4,0.4,0.4,0.8,1.2,5.3,1.6,5.3,2.5,4.1,4.5,2.5,3.3,0.8,0.8
Västmanland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,6.9,16.7,6.5,5.1,4.7,3.6,2.5,2.9,2.2,2.2,2.5,1.5,1.5,1.1,0.4,0.4,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,1.5,3.3,4.7,8.3,4.7,5.4,5.8,2.9,3.2,1.4,2.2,2.9,1.1,2.9,0.0,1.4,0.4,0.7,1.1,0.7,0.0,0.4,0.7,1.1,0.4,0.0,0.7,0.4,0.0,0.4,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.7,0.4,0.4,0.0,0.7,1.1,0.4,0.4,0.7,0.4,1.4,0.0,0.7,0.7,1.4,1.4,0.7,0.4,0.7,..,1.4,0.7,2.2,3.2,3.9,5.7,2.5,3.2,3.2,1.8,1.1,1.4,1.4,0.4,0.7,0.7,0.4,0.4,0.0,2.2,0.0,0.0,0.7,0.0,0.4,0.4,1.1,1.1,0.4,1.4,1.1,0.7,1.8,0.4,2.5,0.4,1.1,0.4,0.7,0.4,0.7,0.0,0.4,0.4,1.1,1.4,1.1,1.8,1.4,2.5,3.6,5.7,..,5.7,4.6,2.5,2.1,1.1,1.8,1.4,0.4,1.4,1.1,0.7,0.0,0.7,0.4,0.4,0.0,0.7,0.7,0.4,0.4,0.7,0.7,0.4,1.1,0.0,0.0,0.0,0.0,1.1,1.4,0.0,0.0,0.7,0.7,0.4,1.4,0.7,0.4,0.0,0.0,0.4,0.4,0.7,1.4,3.2,3.9,2.5,4.3,1.4,3.2,1.8,1.4
Västra Götaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,1.6,2.5,4.1,3.8,4.5,5.9,4.3,4.3,3.1,3.2,2.9,2.5,1.6,0.9,1.3,1.2,0.3,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.3,0.6,1.4,1.8,2.5,3.7,3.2,3.9,6.3,7.4,7.9,8.4,5.9,5.3,3.9,3.9,2.5,2.1,1.6,1.4,1.4,1.6,1.4,1.4,1.0,0.7,1.3,0.9,0.7,0.7,0.6,0.2,0.4,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.5,0.3,0.5,0.3,0.5,0.3,0.1,0.1,0.2,0.5,0.3,0.2,0.3,0.2,0.4,0.3,0.6,..,1.8,1.9,3.2,4.2,3.4,3.3,2.6,2.5,2.3,1.9,1.8,1.1,1.0,0.9,0.8,0.5,0.6,0.3,0.2,0.4,0.2,0.3,0.2,0.1,0.4,0.5,0.7,1.0,0.9,1.4,0.9,1.0,0.9,0.5,0.9,0.7,0.6,0.3,0.6,0.7,0.8,0.7,0.7,0.6,0.5,0.7,0.7,1.0,1.3,2.8,3.7,3.3,..,4.2,3.0,1.9,1.3,0.7,0.3,0.5,0.5,0.6,0.3,0.6,0.9,0.6,0.4,0.6,1.0,0.9,0.9,0.7,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.6,0.6,0.9,1.0,1.1,1.8,2.2,1.7,1.5,1.5,1.3,1.6
Orebro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.9,5.6,5.6,5.2,6.9,4.9,7.2,3.3,1.6,2.6,2.3,2.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.6,2.0,1.6,3.3,1.6,2.3,2.6,3.0,2.0,4.3,4.6,5.2,0.7,1.3,1.0,1.0,0.3,1.0,1.3,0.7,2.0,2.0,1.3,1.6,0.7,0.7,1.6,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.3,1.3,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.7,0.7,0.3,0.0,..,0.7,1.3,1.3,2.6,3.6,2.9,2.0,4.6,3.3,2.0,1.3,2.9,1.3,1.3,0.3,1.3,1.6,1.3,0.7,0.3,0.3,0.3,1.0,0.0,0.7,1.0,0.3,0.3,2.3,2.3,1.0,1.3,1.3,0.3,0.7,0.3,0.7,0.0,1.0,1.0,1.0,0.3,1.3,1.3,0.7,0.7,0.7,1.3,2.0,2.9,5.5,3.3,..,5.2,1.9,2.3,1.6,0.3,1.0,0.3,0.3,0.6,0.3,0.0,0.0,0.6,0.6,0.6,1.6,1.0,1.3,1.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.6,0.3,0.3,0.0,1.6,0.3,1.0,0.0,0.3,0.6,1.0,1.3,2.3,2.9,3.6,1.9,2.3,2.6,2.3
Östergötland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,4.7,5.4,6.4,6.2,5.6,3.9,3.0,3.4,1.7,2.6,2.4,1.1,1.1,1.3,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.2,2.1,3.2,3.2,1.7,4.5,4.9,3.2,4.3,4.3,5.6,5.8,5.6,4.9,5.1,3.2,2.8,1.5,1.5,0.6,1.1,0.6,1.7,0.9,1.7,1.7,1.1,0.9,0.9,2.1,1.1,0.0,0.9,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.2,0.9,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.9,1.3,..,0.4,1.1,1.3,1.9,3.4,4.3,3.8,2.8,3.4,2.3,1.5,0.6,0.6,1.1,1.1,0.4,0.6,0.4,0.2,0.2,0.2,0.0,0.2,0.0,0.6,0.0,0.4,0.9,0.9,0.9,0.2,0.2,1.1,1.3,1.3,1.1,0.4,1.1,1.5,0.6,0.9,1.3,1.5,0.2,1.1,0.2,0.4,0.4,0.9,2.8,2.8,4.0,..,3.6,3.4,2.8,1.5,1.5,0.6,0.6,0.6,0.8,0.2,0.2,0.8,0.2,0.2,0.2,1.1,0.6,0.0,0.2,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.6,0.0,0.8,0.0,0.0,0.4,0.2,0.0,0.6,1.3,1.9,1.3,1.7,2.1,1.7,1.1
